"Column Name","Label"
"S2504_C06_002E","Percent renter-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!1, detached"
"S2504_C06_002EA","Annotation of Percent renter-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!1, detached"
"S2504_C06_002M","Percent renter-occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!1, detached"
"S2504_C06_002MA","Annotation of Percent renter-occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!1, detached"
"S2504_C01_003E","Occupied housing units!!Estimate!!UNITS IN STRUCTURE!!1, attached"
"S2504_C01_003EA","Annotation of Occupied housing units!!Estimate!!UNITS IN STRUCTURE!!1, attached"
"S2504_C01_003M","Occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!1, attached"
"S2504_C01_003MA","Annotation of Occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!1, attached"
"S2504_C02_003E","Percent occupied housing units!!Estimate!!UNITS IN STRUCTURE!!1, attached"
"S2504_C02_003M","Percent occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!1, attached"
"S2504_C02_003MA","Annotation of Percent occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!1, attached"
"S2504_C02_003EA","Annotation of Percent occupied housing units!!Estimate!!UNITS IN STRUCTURE!!1, attached"
"S2504_C03_003E","Owner-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!1, attached"
"S2504_C03_003EA","Annotation of Owner-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!1, attached"
"S2504_C03_003M","Owner-occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!1, attached"
"S2504_C03_003MA","Annotation of Owner-occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!1, attached"
"S2504_C04_003E","Percent owner-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!1, attached"
"S2504_C04_003M","Percent owner-occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!1, attached"
"S2504_C04_003MA","Annotation of Percent owner-occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!1, attached"
"S2504_C04_003EA","Annotation of Percent owner-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!1, attached"
"S2504_C05_003E","Renter-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!1, attached"
"S2504_C05_003M","Renter-occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!1, attached"
"S2504_C05_003MA","Annotation of Renter-occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!1, attached"
"S2504_C05_003EA","Annotation of Renter-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!1, attached"
"S2504_C06_003E","Percent renter-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!1, attached"
"S2504_C06_003M","Percent renter-occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!1, attached"
"S2504_C06_003MA","Annotation of Percent renter-occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!1, attached"
"S2504_C06_003EA","Annotation of Percent renter-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!1, attached"
"S2504_C01_004E","Occupied housing units!!Estimate!!UNITS IN STRUCTURE!!2 apartments"
"S2504_C01_004M","Occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!2 apartments"
"S2504_C01_004MA","Annotation of Occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!2 apartments"
"S2504_C01_004EA","Annotation of Occupied housing units!!Estimate!!UNITS IN STRUCTURE!!2 apartments"
"S2504_C02_004E","Percent occupied housing units!!Estimate!!UNITS IN STRUCTURE!!2 apartments"
"S2504_C02_004M","Percent occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!2 apartments"
"S2504_C02_004MA","Annotation of Percent occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!2 apartments"
"S2504_C02_004EA","Annotation of Percent occupied housing units!!Estimate!!UNITS IN STRUCTURE!!2 apartments"
"S2504_C03_004E","Owner-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!2 apartments"
"S2504_C03_004EA","Annotation of Owner-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!2 apartments"
"S2504_C03_004M","Owner-occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!2 apartments"
"S2504_C03_004MA","Annotation of Owner-occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!2 apartments"
"S2504_C04_004E","Percent owner-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!2 apartments"
"S2504_C04_004EA","Annotation of Percent owner-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!2 apartments"
"S2504_C04_004M","Percent owner-occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!2 apartments"
"S2504_C04_004MA","Annotation of Percent owner-occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!2 apartments"
"S2504_C05_004E","Renter-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!2 apartments"
"S2504_C05_004M","Renter-occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!2 apartments"
"S2504_C05_004MA","Annotation of Renter-occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!2 apartments"
"S2504_C05_004EA","Annotation of Renter-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!2 apartments"
"S2504_C06_004E","Percent renter-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!2 apartments"
"S2504_C06_004M","Percent renter-occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!2 apartments"
"S2504_C06_004MA","Annotation of Percent renter-occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!2 apartments"
"S2504_C06_004EA","Annotation of Percent renter-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!2 apartments"
"S2504_C01_005E","Occupied housing units!!Estimate!!UNITS IN STRUCTURE!!3 or 4 apartments"
"S2504_C01_005EA","Annotation of Occupied housing units!!Estimate!!UNITS IN STRUCTURE!!3 or 4 apartments"
"S2504_C01_005M","Occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!3 or 4 apartments"
"S2504_C01_005MA","Annotation of Occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!3 or 4 apartments"
"S2504_C02_005E","Percent occupied housing units!!Estimate!!UNITS IN STRUCTURE!!3 or 4 apartments"
"S2504_C02_005M","Percent occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!3 or 4 apartments"
"S2504_C02_005MA","Annotation of Percent occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!3 or 4 apartments"
"S2504_C02_005EA","Annotation of Percent occupied housing units!!Estimate!!UNITS IN STRUCTURE!!3 or 4 apartments"
"S2504_C03_005E","Owner-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!3 or 4 apartments"
"S2504_C03_005M","Owner-occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!3 or 4 apartments"
"S2504_C03_005MA","Annotation of Owner-occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!3 or 4 apartments"
"S2504_C03_005EA","Annotation of Owner-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!3 or 4 apartments"
"S2504_C04_005E","Percent owner-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!3 or 4 apartments"
"S2504_C04_005M","Percent owner-occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!3 or 4 apartments"
"S2504_C04_005MA","Annotation of Percent owner-occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!3 or 4 apartments"
"S2504_C04_005EA","Annotation of Percent owner-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!3 or 4 apartments"
"S2504_C05_005E","Renter-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!3 or 4 apartments"
"S2504_C05_005M","Renter-occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!3 or 4 apartments"
"S2504_C05_005MA","Annotation of Renter-occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!3 or 4 apartments"
"S2504_C05_005EA","Annotation of Renter-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!3 or 4 apartments"
"S2504_C06_005E","Percent renter-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!3 or 4 apartments"
"S2504_C06_005M","Percent renter-occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!3 or 4 apartments"
"S2504_C06_005MA","Annotation of Percent renter-occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!3 or 4 apartments"
"S2504_C06_005EA","Annotation of Percent renter-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!3 or 4 apartments"
"S2504_C01_006E","Occupied housing units!!Estimate!!UNITS IN STRUCTURE!!5 to 9 apartments"
"S2504_C01_006EA","Annotation of Occupied housing units!!Estimate!!UNITS IN STRUCTURE!!5 to 9 apartments"
"S2504_C01_006M","Occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!5 to 9 apartments"
"S2504_C01_006MA","Annotation of Occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!5 to 9 apartments"
"S2504_C02_006E","Percent occupied housing units!!Estimate!!UNITS IN STRUCTURE!!5 to 9 apartments"
"S2504_C02_006EA","Annotation of Percent occupied housing units!!Estimate!!UNITS IN STRUCTURE!!5 to 9 apartments"
"S2504_C02_006M","Percent occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!5 to 9 apartments"
"S2504_C02_006MA","Annotation of Percent occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!5 to 9 apartments"
"S2504_C03_006E","Owner-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!5 to 9 apartments"
"S2504_C03_006EA","Annotation of Owner-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!5 to 9 apartments"
"S2504_C03_006M","Owner-occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!5 to 9 apartments"
"S2504_C03_006MA","Annotation of Owner-occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!5 to 9 apartments"
"S2504_C04_006E","Percent owner-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!5 to 9 apartments"
"S2504_C04_006M","Percent owner-occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!5 to 9 apartments"
"S2504_C04_006MA","Annotation of Percent owner-occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!5 to 9 apartments"
"S2504_C04_006EA","Annotation of Percent owner-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!5 to 9 apartments"
"S2504_C05_006E","Renter-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!5 to 9 apartments"
"S2504_C05_006EA","Annotation of Renter-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!5 to 9 apartments"
"S2504_C05_006M","Renter-occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!5 to 9 apartments"
"S2504_C05_006MA","Annotation of Renter-occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!5 to 9 apartments"
"S2504_C06_006E","Percent renter-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!5 to 9 apartments"
"S2504_C06_006M","Percent renter-occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!5 to 9 apartments"
"S2504_C06_006MA","Annotation of Percent renter-occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!5 to 9 apartments"
"S2504_C06_006EA","Annotation of Percent renter-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!5 to 9 apartments"
"S2504_C01_007E","Occupied housing units!!Estimate!!UNITS IN STRUCTURE!!10 or more apartments"
"S2504_C01_007EA","Annotation of Occupied housing units!!Estimate!!UNITS IN STRUCTURE!!10 or more apartments"
"S2504_C01_007M","Occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!10 or more apartments"
"S2504_C01_007MA","Annotation of Occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!10 or more apartments"
"S2504_C02_007E","Percent occupied housing units!!Estimate!!UNITS IN STRUCTURE!!10 or more apartments"
"S2504_C02_007EA","Annotation of Percent occupied housing units!!Estimate!!UNITS IN STRUCTURE!!10 or more apartments"
"S2504_C02_007M","Percent occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!10 or more apartments"
"S2504_C02_007MA","Annotation of Percent occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!10 or more apartments"
"S2504_C03_007E","Owner-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!10 or more apartments"
"S2504_C03_007M","Owner-occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!10 or more apartments"
"S2504_C03_007MA","Annotation of Owner-occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!10 or more apartments"
"S2504_C03_007EA","Annotation of Owner-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!10 or more apartments"
"S2504_C04_007E","Percent owner-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!10 or more apartments"
"S2504_C04_007EA","Annotation of Percent owner-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!10 or more apartments"
"S2504_C04_007M","Percent owner-occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!10 or more apartments"
"S2504_C04_007MA","Annotation of Percent owner-occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!10 or more apartments"
"S2504_C05_007E","Renter-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!10 or more apartments"
"S2504_C05_007EA","Annotation of Renter-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!10 or more apartments"
"S2504_C05_007M","Renter-occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!10 or more apartments"
"S2504_C05_007MA","Annotation of Renter-occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!10 or more apartments"
"S2504_C06_007E","Percent renter-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!10 or more apartments"
"S2504_C06_007M","Percent renter-occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!10 or more apartments"
"S2504_C06_007MA","Annotation of Percent renter-occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!10 or more apartments"
"S2504_C06_007EA","Annotation of Percent renter-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!10 or more apartments"
"S2504_C01_008E","Occupied housing units!!Estimate!!UNITS IN STRUCTURE!!Mobile home or other type of housing"
"S2504_C01_008EA","Annotation of Occupied housing units!!Estimate!!UNITS IN STRUCTURE!!Mobile home or other type of housing"
"S2504_C01_008M","Occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!Mobile home or other type of housing"
"S2504_C01_008MA","Annotation of Occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!Mobile home or other type of housing"
"S2504_C02_008E","Percent occupied housing units!!Estimate!!UNITS IN STRUCTURE!!Mobile home or other type of housing"
"S2504_C02_008M","Percent occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!Mobile home or other type of housing"
"S2504_C02_008MA","Annotation of Percent occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!Mobile home or other type of housing"
"S2504_C02_008EA","Annotation of Percent occupied housing units!!Estimate!!UNITS IN STRUCTURE!!Mobile home or other type of housing"
"S2504_C03_008E","Owner-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!Mobile home or other type of housing"
"S2504_C03_008M","Owner-occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!Mobile home or other type of housing"
"S2504_C03_008MA","Annotation of Owner-occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!Mobile home or other type of housing"
"S2504_C03_008EA","Annotation of Owner-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!Mobile home or other type of housing"
"S2504_C04_008E","Percent owner-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!Mobile home or other type of housing"
"S2504_C04_008EA","Annotation of Percent owner-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!Mobile home or other type of housing"
"S2504_C04_008M","Percent owner-occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!Mobile home or other type of housing"
"S2504_C04_008MA","Annotation of Percent owner-occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!Mobile home or other type of housing"
"S2504_C05_008E","Renter-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!Mobile home or other type of housing"
"S2504_C05_008M","Renter-occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!Mobile home or other type of housing"
"S2504_C05_008MA","Annotation of Renter-occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!Mobile home or other type of housing"
"S2504_C05_008EA","Annotation of Renter-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!Mobile home or other type of housing"
"S2504_C06_008E","Percent renter-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!Mobile home or other type of housing"
"S2504_C06_008EA","Annotation of Percent renter-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!Mobile home or other type of housing"
"S2504_C06_008M","Percent renter-occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!Mobile home or other type of housing"
"S2504_C06_008MA","Annotation of Percent renter-occupied housing units!!Margin of Error!!UNITS IN STRUCTURE!!Mobile home or other type of housing"
"S2504_C01_009E","Occupied housing units!!Estimate!!YEAR STRUCTURE BUILT!!2014 or later"
"S2504_C01_009M","Occupied housing units!!Margin of Error!!YEAR STRUCTURE BUILT!!2014 or later"
"S2504_C01_009MA","Annotation of Occupied housing units!!Margin of Error!!YEAR STRUCTURE BUILT!!2014 or later"
"S2504_C01_009EA","Annotation of Occupied housing units!!Estimate!!YEAR STRUCTURE BUILT!!2014 or later"
"S2504_C02_009E","Percent occupied housing units!!Estimate!!YEAR STRUCTURE BUILT!!2014 or later"
"S2504_C02_009M","Percent occupied housing units!!Margin of Error!!YEAR STRUCTURE BUILT!!2014 or later"
"S2504_C02_009MA","Annotation of Percent occupied housing units!!Margin of Error!!YEAR STRUCTURE BUILT!!2014 or later"
"S2504_C02_009EA","Annotation of Percent occupied housing units!!Estimate!!YEAR STRUCTURE BUILT!!2014 or later"
"S2504_C03_009E","Owner-occupied housing units!!Estimate!!YEAR STRUCTURE BUILT!!2014 or later"
"S2504_C03_009M","Owner-occupied housing units!!Margin of Error!!YEAR STRUCTURE BUILT!!2014 or later"
"S2504_C03_009MA","Annotation of Owner-occupied housing units!!Margin of Error!!YEAR STRUCTURE BUILT!!2014 or later"
"S2504_C03_009EA","Annotation of Owner-occupied housing units!!Estimate!!YEAR STRUCTURE BUILT!!2014 or later"
"S2504_C04_009E","Percent owner-occupied housing units!!Estimate!!YEAR STRUCTURE BUILT!!2014 or later"
"S2504_C04_009EA","Annotation of Percent owner-occupied housing units!!Estimate!!YEAR STRUCTURE BUILT!!2014 or later"
"S2504_C04_009M","Percent owner-occupied housing units!!Margin of Error!!YEAR STRUCTURE BUILT!!2014 or later"
"S2504_C04_009MA","Annotation of Percent owner-occupied housing units!!Margin of Error!!YEAR STRUCTURE BUILT!!2014 or later"
"S2504_C05_009E","Renter-occupied housing units!!Estimate!!YEAR STRUCTURE BUILT!!2014 or later"
"S2504_C05_009M","Renter-occupied housing units!!Margin of Error!!YEAR STRUCTURE BUILT!!2014 or later"
"S2504_C05_009MA","Annotation of Renter-occupied housing units!!Margin of Error!!YEAR STRUCTURE BUILT!!2014 or later"
"S2504_C05_009EA","Annotation of Renter-occupied housing units!!Estimate!!YEAR STRUCTURE BUILT!!2014 or later"
"S2504_C06_009E","Percent renter-occupied housing units!!Estimate!!YEAR STRUCTURE BUILT!!2014 or later"
"S2504_C06_009M","Percent renter-occupied housing units!!Margin of Error!!YEAR STRUCTURE BUILT!!2014 or later"
"S2504_C06_009MA","Annotation of Percent renter-occupied housing units!!Margin of Error!!YEAR STRUCTURE BUILT!!2014 or later"
"S2504_C06_009EA","Annotation of Percent renter-occupied housing units!!Estimate!!YEAR STRUCTURE BUILT!!2014 or later"
"S2504_C01_010E","Occupied housing units!!Estimate!!YEAR STRUCTURE BUILT!!2010 to 2013"
"S2504_C01_010M","Occupied housing units!!Margin of Error!!YEAR STRUCTURE BUILT!!2010 to 2013"
"S2504_C01_010MA","Annotation of Occupied housing units!!Margin of Error!!YEAR STRUCTURE BUILT!!2010 to 2013"
"S2504_C01_010EA","Annotation of Occupied housing units!!Estimate!!YEAR STRUCTURE BUILT!!2010 to 2013"
"S2504_C02_010E","Percent occupied housing units!!Estimate!!YEAR STRUCTURE BUILT!!2010 to 2013"
"S2504_C02_010M","Percent occupied housing units!!Margin of Error!!YEAR STRUCTURE BUILT!!2010 to 2013"
"S2504_C02_010MA","Annotation of Percent occupied housing units!!Margin of Error!!YEAR STRUCTURE BUILT!!2010 to 2013"
"S2504_C02_010EA","Annotation of Percent occupied housing units!!Estimate!!YEAR STRUCTURE BUILT!!2010 to 2013"
"S2504_C03_010E","Owner-occupied housing units!!Estimate!!YEAR STRUCTURE BUILT!!2010 to 2013"
"S2504_C03_010M","Owner-occupied housing units!!Margin of Error!!YEAR STRUCTURE BUILT!!2010 to 2013"
"S2504_C03_010MA","Annotation of Owner-occupied housing units!!Margin of Error!!YEAR STRUCTURE BUILT!!2010 to 2013"
"S2504_C03_010EA","Annotation of Owner-occupied housing units!!Estimate!!YEAR STRUCTURE BUILT!!2010 to 2013"
"S2504_C04_010E","Percent owner-occupied housing units!!Estimate!!YEAR STRUCTURE BUILT!!2010 to 2013"
"S2504_C04_010EA","Annotation of Percent owner-occupied housing units!!Estimate!!YEAR STRUCTURE BUILT!!2010 to 2013"
"S2504_C04_010M","Percent owner-occupied housing units!!Margin of Error!!YEAR STRUCTURE BUILT!!2010 to 2013"
"S2504_C04_010MA","Annotation of Percent owner-occupied housing units!!Margin of Error!!YEAR STRUCTURE BUILT!!2010 to 2013"
"S2504_C05_010E","Renter-occupied housing units!!Estimate!!YEAR STRUCTURE BUILT!!2010 to 2013"
"S2504_C05_010M","Renter-occupied housing units!!Margin of Error!!YEAR STRUCTURE BUILT!!2010 to 2013"
"S2504_C05_010MA","Annotation of Renter-occupied housing units!!Margin of Error!!YEAR STRUCTURE BUILT!!2010 to 2013"
"S2504_C05_010EA","Annotation of Renter-occupied housing units!!Estimate!!YEAR STRUCTURE BUILT!!2010 to 2013"
"S2504_C06_010E","Percent renter-occupied housing units!!Estimate!!YEAR STRUCTURE BUILT!!2010 to 2013"
"S2504_C06_010M","Percent renter-occupied housing units!!Margin of Error!!YEAR STRUCTURE BUILT!!2010 to 2013"
"S2504_C06_010MA","Annotation of Percent renter-occupied housing units!!Margin of Error!!YEAR STRUCTURE BUILT!!2010 to 2013"
"S2504_C06_010EA","Annotation of Percent renter-occupied housing units!!Estimate!!YEAR STRUCTURE BUILT!!2010 to 2013"
"S2504_C01_011E","Occupied housing units!!Estimate!!YEAR STRUCTURE BUILT!!2000 to 2009"
"S2504_C01_011EA","Annotation of Occupied housing units!!Estimate!!YEAR STRUCTURE BUILT!!2000 to 2009"
"S2504_C01_011M","Occupied housing units!!Margin of Error!!YEAR STRUCTURE BUILT!!2000 to 2009"
"S2504_C01_011MA","Annotation of Occupied housing units!!Margin of Error!!YEAR STRUCTURE BUILT!!2000 to 2009"
"S2504_C02_011E","Percent occupied housing units!!Estimate!!YEAR STRUCTURE BUILT!!2000 to 2009"
"S2504_C02_011EA","Annotation of Percent occupied housing units!!Estimate!!YEAR STRUCTURE BUILT!!2000 to 2009"
"S2504_C02_011M","Percent occupied housing units!!Margin of Error!!YEAR STRUCTURE BUILT!!2000 to 2009"
"S2504_C02_011MA","Annotation of Percent occupied housing units!!Margin of Error!!YEAR STRUCTURE BUILT!!2000 to 2009"
"S2504_C03_011E","Owner-occupied housing units!!Estimate!!YEAR STRUCTURE BUILT!!2000 to 2009"
"S2504_C03_011M","Owner-occupied housing units!!Margin of Error!!YEAR STRUCTURE BUILT!!2000 to 2009"
