"Column Name","Label"
"S0101_C05_015M","Female!!Margin of Error!!AGE!!65 to 69 years"
"S0101_C05_015MA","Annotation of Female!!Margin of Error!!AGE!!65 to 69 years"
"S0101_C05_015EA","Annotation of Female!!Estimate!!AGE!!65 to 69 years"
"S0101_C06_015E","Percent Female!!Estimate!!AGE!!65 to 69 years"
"S0101_C06_015M","Percent Female!!Margin of Error!!AGE!!65 to 69 years"
"S0101_C06_015MA","Annotation of Percent Female!!Margin of Error!!AGE!!65 to 69 years"
"S0101_C06_015EA","Annotation of Percent Female!!Estimate!!AGE!!65 to 69 years"
"S0101_C01_016E","Total!!Estimate!!AGE!!70 to 74 years"
"S0101_C01_016M","Total!!Margin of Error!!AGE!!70 to 74 years"
"S0101_C01_016MA","Annotation of Total!!Margin of Error!!AGE!!70 to 74 years"
"S0101_C01_016EA","Annotation of Total!!Estimate!!AGE!!70 to 74 years"
"S0101_C02_016E","Percent!!Estimate!!AGE!!70 to 74 years"
"S0101_C02_016M","Percent!!Margin of Error!!AGE!!70 to 74 years"
"S0101_C02_016MA","Annotation of Percent!!Margin of Error!!AGE!!70 to 74 years"
"S0101_C02_016EA","Annotation of Percent!!Estimate!!AGE!!70 to 74 years"
"S0101_C03_016E","Male!!Estimate!!AGE!!70 to 74 years"
"S0101_C03_016EA","Annotation of Male!!Estimate!!AGE!!70 to 74 years"
"S0101_C03_016M","Male!!Margin of Error!!AGE!!70 to 74 years"
"S0101_C03_016MA","Annotation of Male!!Margin of Error!!AGE!!70 to 74 years"
"S0101_C04_016E","Percent Male!!Estimate!!AGE!!70 to 74 years"
"S0101_C04_016EA","Annotation of Percent Male!!Estimate!!AGE!!70 to 74 years"
"S0101_C04_016M","Percent Male!!Margin of Error!!AGE!!70 to 74 years"
"S0101_C04_016MA","Annotation of Percent Male!!Margin of Error!!AGE!!70 to 74 years"
"S0101_C05_016E","Female!!Estimate!!AGE!!70 to 74 years"
"S0101_C05_016M","Female!!Margin of Error!!AGE!!70 to 74 years"
"S0101_C05_016MA","Annotation of Female!!Margin of Error!!AGE!!70 to 74 years"
"S0101_C05_016EA","Annotation of Female!!Estimate!!AGE!!70 to 74 years"
"S0101_C06_016E","Percent Female!!Estimate!!AGE!!70 to 74 years"
"S0101_C06_016M","Percent Female!!Margin of Error!!AGE!!70 to 74 years"
"S0101_C06_016MA","Annotation of Percent Female!!Margin of Error!!AGE!!70 to 74 years"
"S0101_C06_016EA","Annotation of Percent Female!!Estimate!!AGE!!70 to 74 years"
"S0101_C01_017E","Total!!Estimate!!AGE!!75 to 79 years"
"S0101_C01_017M","Total!!Margin of Error!!AGE!!75 to 79 years"
"S0101_C01_017MA","Annotation of Total!!Margin of Error!!AGE!!75 to 79 years"
"S0101_C01_017EA","Annotation of Total!!Estimate!!AGE!!75 to 79 years"
"S0101_C02_017E","Percent!!Estimate!!AGE!!75 to 79 years"
"S0101_C02_017EA","Annotation of Percent!!Estimate!!AGE!!75 to 79 years"
"S0101_C02_017M","Percent!!Margin of Error!!AGE!!75 to 79 years"
"S0101_C02_017MA","Annotation of Percent!!Margin of Error!!AGE!!75 to 79 years"
"S0101_C03_017E","Male!!Estimate!!AGE!!75 to 79 years"
"S0101_C03_017M","Male!!Margin of Error!!AGE!!75 to 79 years"
"S0101_C03_017MA","Annotation of Male!!Margin of Error!!AGE!!75 to 79 years"
"S0101_C03_017EA","Annotation of Male!!Estimate!!AGE!!75 to 79 years"
"S0101_C04_017E","Percent Male!!Estimate!!AGE!!75 to 79 years"
"S0101_C04_017M","Percent Male!!Margin of Error!!AGE!!75 to 79 years"
"S0101_C04_017MA","Annotation of Percent Male!!Margin of Error!!AGE!!75 to 79 years"
"S0101_C04_017EA","Annotation of Percent Male!!Estimate!!AGE!!75 to 79 years"
"S0101_C05_017E","Female!!Estimate!!AGE!!75 to 79 years"
"S0101_C05_017EA","Annotation of Female!!Estimate!!AGE!!75 to 79 years"
"S0101_C05_017M","Female!!Margin of Error!!AGE!!75 to 79 years"
"S0101_C05_017MA","Annotation of Female!!Margin of Error!!AGE!!75 to 79 years"
"S0101_C06_017E","Percent Female!!Estimate!!AGE!!75 to 79 years"
"S0101_C06_017M","Percent Female!!Margin of Error!!AGE!!75 to 79 years"
"S0101_C06_017MA","Annotation of Percent Female!!Margin of Error!!AGE!!75 to 79 years"
"S0101_C06_017EA","Annotation of Percent Female!!Estimate!!AGE!!75 to 79 years"
"S0101_C01_018E","Total!!Estimate!!AGE!!80 to 84 years"
"S0101_C01_018EA","Annotation of Total!!Estimate!!AGE!!80 to 84 years"
"S0101_C01_018M","Total!!Margin of Error!!AGE!!80 to 84 years"
"S0101_C01_018MA","Annotation of Total!!Margin of Error!!AGE!!80 to 84 years"
"S0101_C02_018E","Percent!!Estimate!!AGE!!80 to 84 years"
"S0101_C02_018EA","Annotation of Percent!!Estimate!!AGE!!80 to 84 years"
"S0101_C02_018M","Percent!!Margin of Error!!AGE!!80 to 84 years"
"S0101_C02_018MA","Annotation of Percent!!Margin of Error!!AGE!!80 to 84 years"
"S0101_C03_018E","Male!!Estimate!!AGE!!80 to 84 years"
"S0101_C03_018M","Male!!Margin of Error!!AGE!!80 to 84 years"
"S0101_C03_018MA","Annotation of Male!!Margin of Error!!AGE!!80 to 84 years"
"S0101_C03_018EA","Annotation of Male!!Estimate!!AGE!!80 to 84 years"
"S0101_C04_018E","Percent Male!!Estimate!!AGE!!80 to 84 years"
"S0101_C04_018M","Percent Male!!Margin of Error!!AGE!!80 to 84 years"
"S0101_C04_018MA","Annotation of Percent Male!!Margin of Error!!AGE!!80 to 84 years"
"S0101_C04_018EA","Annotation of Percent Male!!Estimate!!AGE!!80 to 84 years"
"S0101_C05_018E","Female!!Estimate!!AGE!!80 to 84 years"
"S0101_C05_018EA","Annotation of Female!!Estimate!!AGE!!80 to 84 years"
"S0101_C05_018M","Female!!Margin of Error!!AGE!!80 to 84 years"
"S0101_C05_018MA","Annotation of Female!!Margin of Error!!AGE!!80 to 84 years"
"S0101_C06_018E","Percent Female!!Estimate!!AGE!!80 to 84 years"
"S0101_C06_018EA","Annotation of Percent Female!!Estimate!!AGE!!80 to 84 years"
"S0101_C06_018M","Percent Female!!Margin of Error!!AGE!!80 to 84 years"
"S0101_C06_018MA","Annotation of Percent Female!!Margin of Error!!AGE!!80 to 84 years"
"S0101_C01_019E","Total!!Estimate!!AGE!!85 years and over"
"S0101_C01_019M","Total!!Margin of Error!!AGE!!85 years and over"
"S0101_C01_019MA","Annotation of Total!!Margin of Error!!AGE!!85 years and over"
"S0101_C01_019EA","Annotation of Total!!Estimate!!AGE!!85 years and over"
"S0101_C02_019E","Percent!!Estimate!!AGE!!85 years and over"
"S0101_C02_019EA","Annotation of Percent!!Estimate!!AGE!!85 years and over"
"S0101_C02_019M","Percent!!Margin of Error!!AGE!!85 years and over"
"S0101_C02_019MA","Annotation of Percent!!Margin of Error!!AGE!!85 years and over"
"S0101_C03_019E","Male!!Estimate!!AGE!!85 years and over"
"S0101_C03_019M","Male!!Margin of Error!!AGE!!85 years and over"
"S0101_C03_019MA","Annotation of Male!!Margin of Error!!AGE!!85 years and over"
"S0101_C03_019EA","Annotation of Male!!Estimate!!AGE!!85 years and over"
"S0101_C04_019E","Percent Male!!Estimate!!AGE!!85 years and over"
"S0101_C04_019M","Percent Male!!Margin of Error!!AGE!!85 years and over"
"S0101_C04_019MA","Annotation of Percent Male!!Margin of Error!!AGE!!85 years and over"
"S0101_C04_019EA","Annotation of Percent Male!!Estimate!!AGE!!85 years and over"
"S0101_C05_019E","Female!!Estimate!!AGE!!85 years and over"
"S0101_C05_019M","Female!!Margin of Error!!AGE!!85 years and over"
"S0101_C05_019MA","Annotation of Female!!Margin of Error!!AGE!!85 years and over"
"S0101_C05_019EA","Annotation of Female!!Estimate!!AGE!!85 years and over"
"S0101_C06_019E","Percent Female!!Estimate!!AGE!!85 years and over"
"S0101_C06_019EA","Annotation of Percent Female!!Estimate!!AGE!!85 years and over"
"S0101_C06_019M","Percent Female!!Margin of Error!!AGE!!85 years and over"
"S0101_C06_019MA","Annotation of Percent Female!!Margin of Error!!AGE!!85 years and over"
"S0101_C01_020E","Total!!Estimate!!SELECTED AGE CATEGORIES!!5 to 14 years"
"S0101_C01_020EA","Annotation of Total!!Estimate!!SELECTED AGE CATEGORIES!!5 to 14 years"
"S0101_C01_020M","Total!!Margin of Error!!SELECTED AGE CATEGORIES!!5 to 14 years"
"S0101_C01_020MA","Annotation of Total!!Margin of Error!!SELECTED AGE CATEGORIES!!5 to 14 years"
"S0101_C02_020E","Percent!!Estimate!!SELECTED AGE CATEGORIES!!5 to 14 years"
"S0101_C02_020EA","Annotation of Percent!!Estimate!!SELECTED AGE CATEGORIES!!5 to 14 years"
"S0101_C02_020M","Percent!!Margin of Error!!SELECTED AGE CATEGORIES!!5 to 14 years"
"S0101_C02_020MA","Annotation of Percent!!Margin of Error!!SELECTED AGE CATEGORIES!!5 to 14 years"
"S0101_C03_020E","Male!!Estimate!!SELECTED AGE CATEGORIES!!5 to 14 years"
"S0101_C03_020M","Male!!Margin of Error!!SELECTED AGE CATEGORIES!!5 to 14 years"
"S0101_C03_020MA","Annotation of Male!!Margin of Error!!SELECTED AGE CATEGORIES!!5 to 14 years"
"S0101_C03_020EA","Annotation of Male!!Estimate!!SELECTED AGE CATEGORIES!!5 to 14 years"
"S0101_C04_020E","Percent Male!!Estimate!!SELECTED AGE CATEGORIES!!5 to 14 years"
"S0101_C04_020M","Percent Male!!Margin of Error!!SELECTED AGE CATEGORIES!!5 to 14 years"
"S0101_C04_020MA","Annotation of Percent Male!!Margin of Error!!SELECTED AGE CATEGORIES!!5 to 14 years"
"S0101_C04_020EA","Annotation of Percent Male!!Estimate!!SELECTED AGE CATEGORIES!!5 to 14 years"
"S0101_C05_020E","Female!!Estimate!!SELECTED AGE CATEGORIES!!5 to 14 years"
"S0101_C05_020M","Female!!Margin of Error!!SELECTED AGE CATEGORIES!!5 to 14 years"
"S0101_C05_020MA","Annotation of Female!!Margin of Error!!SELECTED AGE CATEGORIES!!5 to 14 years"
"S0101_C05_020EA","Annotation of Female!!Estimate!!SELECTED AGE CATEGORIES!!5 to 14 years"
"S0101_C06_020E","Percent Female!!Estimate!!SELECTED AGE CATEGORIES!!5 to 14 years"
"S0101_C06_020EA","Annotation of Percent Female!!Estimate!!SELECTED AGE CATEGORIES!!5 to 14 years"
"S0101_C06_020M","Percent Female!!Margin of Error!!SELECTED AGE CATEGORIES!!5 to 14 years"
"S0101_C06_020MA","Annotation of Percent Female!!Margin of Error!!SELECTED AGE CATEGORIES!!5 to 14 years"
"S0101_C01_021E","Total!!Estimate!!SELECTED AGE CATEGORIES!!15 to 17 years"
"S0101_C01_021M","Total!!Margin of Error!!SELECTED AGE CATEGORIES!!15 to 17 years"
"S0101_C01_021MA","Annotation of Total!!Margin of Error!!SELECTED AGE CATEGORIES!!15 to 17 years"
"S0101_C01_021EA","Annotation of Total!!Estimate!!SELECTED AGE CATEGORIES!!15 to 17 years"
"S0101_C02_021E","Percent!!Estimate!!SELECTED AGE CATEGORIES!!15 to 17 years"
"S0101_C02_021EA","Annotation of Percent!!Estimate!!SELECTED AGE CATEGORIES!!15 to 17 years"
"S0101_C02_021M","Percent!!Margin of Error!!SELECTED AGE CATEGORIES!!15 to 17 years"
"S0101_C02_021MA","Annotation of Percent!!Margin of Error!!SELECTED AGE CATEGORIES!!15 to 17 years"
"S0101_C03_021E","Male!!Estimate!!SELECTED AGE CATEGORIES!!15 to 17 years"
"S0101_C03_021EA","Annotation of Male!!Estimate!!SELECTED AGE CATEGORIES!!15 to 17 years"
"S0101_C03_021M","Male!!Margin of Error!!SELECTED AGE CATEGORIES!!15 to 17 years"
"S0101_C03_021MA","Annotation of Male!!Margin of Error!!SELECTED AGE CATEGORIES!!15 to 17 years"
"S0101_C04_021E","Percent Male!!Estimate!!SELECTED AGE CATEGORIES!!15 to 17 years"
"S0101_C04_021M","Percent Male!!Margin of Error!!SELECTED AGE CATEGORIES!!15 to 17 years"
"S0101_C04_021MA","Annotation of Percent Male!!Margin of Error!!SELECTED AGE CATEGORIES!!15 to 17 years"
"S0101_C04_021EA","Annotation of Percent Male!!Estimate!!SELECTED AGE CATEGORIES!!15 to 17 years"
"S0101_C05_021E","Female!!Estimate!!SELECTED AGE CATEGORIES!!15 to 17 years"
"S0101_C05_021M","Female!!Margin of Error!!SELECTED AGE CATEGORIES!!15 to 17 years"
"S0101_C05_021MA","Annotation of Female!!Margin of Error!!SELECTED AGE CATEGORIES!!15 to 17 years"
"S0101_C05_021EA","Annotation of Female!!Estimate!!SELECTED AGE CATEGORIES!!15 to 17 years"
"S0101_C06_021E","Percent Female!!Estimate!!SELECTED AGE CATEGORIES!!15 to 17 years"
"S0101_C06_021M","Percent Female!!Margin of Error!!SELECTED AGE CATEGORIES!!15 to 17 years"
"S0101_C06_021MA","Annotation of Percent Female!!Margin of Error!!SELECTED AGE CATEGORIES!!15 to 17 years"
"S0101_C06_021EA","Annotation of Percent Female!!Estimate!!SELECTED AGE CATEGORIES!!15 to 17 years"
"S0101_C01_022E","Total!!Estimate!!SELECTED AGE CATEGORIES!!Under 18 years"
"S0101_C01_022EA","Annotation of Total!!Estimate!!SELECTED AGE CATEGORIES!!Under 18 years"
"S0101_C01_022M","Total!!Margin of Error!!SELECTED AGE CATEGORIES!!Under 18 years"
"S0101_C01_022MA","Annotation of Total!!Margin of Error!!SELECTED AGE CATEGORIES!!Under 18 years"
"S0101_C02_022E","Percent!!Estimate!!SELECTED AGE CATEGORIES!!Under 18 years"
"S0101_C02_022EA","Annotation of Percent!!Estimate!!SELECTED AGE CATEGORIES!!Under 18 years"
"S0101_C02_022M","Percent!!Margin of Error!!SELECTED AGE CATEGORIES!!Under 18 years"
"S0101_C02_022MA","Annotation of Percent!!Margin of Error!!SELECTED AGE CATEGORIES!!Under 18 years"
"S0101_C03_022E","Male!!Estimate!!SELECTED AGE CATEGORIES!!Under 18 years"
"S0101_C03_022M","Male!!Margin of Error!!SELECTED AGE CATEGORIES!!Under 18 years"
"S0101_C03_022MA","Annotation of Male!!Margin of Error!!SELECTED AGE CATEGORIES!!Under 18 years"
"S0101_C03_022EA","Annotation of Male!!Estimate!!SELECTED AGE CATEGORIES!!Under 18 years"
"S0101_C04_022E","Percent Male!!Estimate!!SELECTED AGE CATEGORIES!!Under 18 years"
"S0101_C04_022EA","Annotation of Percent Male!!Estimate!!SELECTED AGE CATEGORIES!!Under 18 years"
"S0101_C04_022M","Percent Male!!Margin of Error!!SELECTED AGE CATEGORIES!!Under 18 years"
"S0101_C04_022MA","Annotation of Percent Male!!Margin of Error!!SELECTED AGE CATEGORIES!!Under 18 years"
"S0101_C05_022E","Female!!Estimate!!SELECTED AGE CATEGORIES!!Under 18 years"
"S0101_C05_022M","Female!!Margin of Error!!SELECTED AGE CATEGORIES!!Under 18 years"
"S0101_C05_022MA","Annotation of Female!!Margin of Error!!SELECTED AGE CATEGORIES!!Under 18 years"
"S0101_C05_022EA","Annotation of Female!!Estimate!!SELECTED AGE CATEGORIES!!Under 18 years"
"S0101_C06_022E","Percent Female!!Estimate!!SELECTED AGE CATEGORIES!!Under 18 years"
"S0101_C06_022M","Percent Female!!Margin of Error!!SELECTED AGE CATEGORIES!!Under 18 years"
"S0101_C06_022MA","Annotation of Percent Female!!Margin of Error!!SELECTED AGE CATEGORIES!!Under 18 years"
"S0101_C06_022EA","Annotation of Percent Female!!Estimate!!SELECTED AGE CATEGORIES!!Under 18 years"
"S0101_C01_023E","Total!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years"
"S0101_C01_023EA","Annotation of Total!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years"
"S0101_C01_023M","Total!!Margin of Error!!SELECTED AGE CATEGORIES!!18 to 24 years"
"S0101_C01_023MA","Annotation of Total!!Margin of Error!!SELECTED AGE CATEGORIES!!18 to 24 years"
"S0101_C02_023E","Percent!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years"
"S0101_C02_023M","Percent!!Margin of Error!!SELECTED AGE CATEGORIES!!18 to 24 years"
"S0101_C02_023MA","Annotation of Percent!!Margin of Error!!SELECTED AGE CATEGORIES!!18 to 24 years"
"S0101_C02_023EA","Annotation of Percent!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years"
"S0101_C03_023E","Male!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years"
"S0101_C03_023EA","Annotation of Male!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years"
"S0101_C03_023M","Male!!Margin of Error!!SELECTED AGE CATEGORIES!!18 to 24 years"
"S0101_C03_023MA","Annotation of Male!!Margin of Error!!SELECTED AGE CATEGORIES!!18 to 24 years"
"S0101_C04_023E","Percent Male!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years"
"S0101_C04_023EA","Annotation of Percent Male!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years"
"S0101_C04_023M","Percent Male!!Margin of Error!!SELECTED AGE CATEGORIES!!18 to 24 years"
"S0101_C04_023MA","Annotation of Percent Male!!Margin of Error!!SELECTED AGE CATEGORIES!!18 to 24 years"
"S0101_C05_023E","Female!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years"
"S0101_C05_023EA","Annotation of Female!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years"
"S0101_C05_023M","Female!!Margin of Error!!SELECTED AGE CATEGORIES!!18 to 24 years"
"S0101_C05_023MA","Annotation of Female!!Margin of Error!!SELECTED AGE CATEGORIES!!18 to 24 years"
"S0101_C06_023E","Percent Female!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years"
"S0101_C06_023EA","Annotation of Percent Female!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years"
"S0101_C06_023M","Percent Female!!Margin of Error!!SELECTED AGE CATEGORIES!!18 to 24 years"
"S0101_C06_023MA","Annotation of Percent Female!!Margin of Error!!SELECTED AGE CATEGORIES!!18 to 24 years"
"S0101_C01_024E","Total!!Estimate!!SELECTED AGE CATEGORIES!!15 to 44 years"
"S0101_C01_024EA","Annotation of Total!!Estimate!!SELECTED AGE CATEGORIES!!15 to 44 years"
"S0101_C01_024M","Total!!Margin of Error!!SELECTED AGE CATEGORIES!!15 to 44 years"
"S0101_C01_024MA","Annotation of Total!!Margin of Error!!SELECTED AGE CATEGORIES!!15 to 44 years"
"S0101_C02_024E","Percent!!Estimate!!SELECTED AGE CATEGORIES!!15 to 44 years"
"S0101_C02_024EA","Annotation of Percent!!Estimate!!SELECTED AGE CATEGORIES!!15 to 44 years"
"S0101_C02_024M","Percent!!Margin of Error!!SELECTED AGE CATEGORIES!!15 to 44 years"
"S0101_C02_024MA","Annotation of Percent!!Margin of Error!!SELECTED AGE CATEGORIES!!15 to 44 years"
"S0101_C03_024E","Male!!Estimate!!SELECTED AGE CATEGORIES!!15 to 44 years"
"S0101_C03_024M","Male!!Margin of Error!!SELECTED AGE CATEGORIES!!15 to 44 years"
"S0101_C03_024MA","Annotation of Male!!Margin of Error!!SELECTED AGE CATEGORIES!!15 to 44 years"
"S0101_C03_024EA","Annotation of Male!!Estimate!!SELECTED AGE CATEGORIES!!15 to 44 years"
"S0101_C04_024E","Percent Male!!Estimate!!SELECTED AGE CATEGORIES!!15 to 44 years"
"S0101_C04_024M","Percent Male!!Margin of Error!!SELECTED AGE CATEGORIES!!15 to 44 years"
"S0101_C04_024MA","Annotation of Percent Male!!Margin of Error!!SELECTED AGE CATEGORIES!!15 to 44 years"
"S0101_C04_024EA","Annotation of Percent Male!!Estimate!!SELECTED AGE CATEGORIES!!15 to 44 years"
"S0101_C05_024E","Female!!Estimate!!SELECTED AGE CATEGORIES!!15 to 44 years"
"S0101_C05_024M","Female!!Margin of Error!!SELECTED AGE CATEGORIES!!15 to 44 years"
"S0101_C05_024MA","Annotation of Female!!Margin of Error!!SELECTED AGE CATEGORIES!!15 to 44 years"
"S0101_C05_024EA","Annotation of Female!!Estimate!!SELECTED AGE CATEGORIES!!15 to 44 years"
"S0101_C06_024E","Percent Female!!Estimate!!SELECTED AGE CATEGORIES!!15 to 44 years"
"S0101_C06_024EA","Annotation of Percent Female!!Estimate!!SELECTED AGE CATEGORIES!!15 to 44 years"
"S0101_C06_024M","Percent Female!!Margin of Error!!SELECTED AGE CATEGORIES!!15 to 44 years"
"S0101_C06_024MA","Annotation of Percent Female!!Margin of Error!!SELECTED AGE CATEGORIES!!15 to 44 years"
"S0101_C01_025E","Total!!Estimate!!SELECTED AGE CATEGORIES!!16 years and over"
"S0101_C01_025EA","Annotation of Total!!Estimate!!SELECTED AGE CATEGORIES!!16 years and over"
"S0101_C01_025M","Total!!Margin of Error!!SELECTED AGE CATEGORIES!!16 years and over"
"S0101_C01_025MA","Annotation of Total!!Margin of Error!!SELECTED AGE CATEGORIES!!16 years and over"
"S0101_C02_025E","Percent!!Estimate!!SELECTED AGE CATEGORIES!!16 years and over"
"S0101_C02_025M","Percent!!Margin of Error!!SELECTED AGE CATEGORIES!!16 years and over"
"S0101_C02_025MA","Annotation of Percent!!Margin of Error!!SELECTED AGE CATEGORIES!!16 years and over"
"S0101_C02_025EA","Annotation of Percent!!Estimate!!SELECTED AGE CATEGORIES!!16 years and over"
"S0101_C03_025E","Male!!Estimate!!SELECTED AGE CATEGORIES!!16 years and over"
"S0101_C03_025EA","Annotation of Male!!Estimate!!SELECTED AGE CATEGORIES!!16 years and over"
"S0101_C03_025M","Male!!Margin of Error!!SELECTED AGE CATEGORIES!!16 years and over"
"S0101_C03_025MA","Annotation of Male!!Margin of Error!!SELECTED AGE CATEGORIES!!16 years and over"
"S0101_C04_025E","Percent Male!!Estimate!!SELECTED AGE CATEGORIES!!16 years and over"
"S0101_C04_025EA","Annotation of Percent Male!!Estimate!!SELECTED AGE CATEGORIES!!16 years and over"
"S0101_C04_025M","Percent Male!!Margin of Error!!SELECTED AGE CATEGORIES!!16 years and over"
"S0101_C04_025MA","Annotation of Percent Male!!Margin of Error!!SELECTED AGE CATEGORIES!!16 years and over"
"S0101_C05_025E","Female!!Estimate!!SELECTED AGE CATEGORIES!!16 years and over"
"S0101_C05_025M","Female!!Margin of Error!!SELECTED AGE CATEGORIES!!16 years and over"
"S0101_C05_025MA","Annotation of Female!!Margin of Error!!SELECTED AGE CATEGORIES!!16 years and over"
"S0101_C05_025EA","Annotation of Female!!Estimate!!SELECTED AGE CATEGORIES!!16 years and over"
"S0101_C06_025E","Percent Female!!Estimate!!SELECTED AGE CATEGORIES!!16 years and over"
"S0101_C06_025EA","Annotation of Percent Female!!Estimate!!SELECTED AGE CATEGORIES!!16 years and over"
"S0101_C06_025M","Percent Female!!Margin of Error!!SELECTED AGE CATEGORIES!!16 years and over"
"S0101_C06_025MA","Annotation of Percent Female!!Margin of Error!!SELECTED AGE CATEGORIES!!16 years and over"
"S0101_C01_026E","Total!!Estimate!!SELECTED AGE CATEGORIES!!18 years and over"
"S0101_C01_026M","Total!!Margin of Error!!SELECTED AGE CATEGORIES!!18 years and over"
"S0101_C01_026MA","Annotation of Total!!Margin of Error!!SELECTED AGE CATEGORIES!!18 years and over"
"S0101_C01_026EA","Annotation of Total!!Estimate!!SELECTED AGE CATEGORIES!!18 years and over"
"S0101_C02_026E","Percent!!Estimate!!SELECTED AGE CATEGORIES!!18 years and over"
"S0101_C02_026EA","Annotation of Percent!!Estimate!!SELECTED AGE CATEGORIES!!18 years and over"
"S0101_C02_026M","Percent!!Margin of Error!!SELECTED AGE CATEGORIES!!18 years and over"
"S0101_C02_026MA","Annotation of Percent!!Margin of Error!!SELECTED AGE CATEGORIES!!18 years and over"
"S0101_C03_026E","Male!!Estimate!!SELECTED AGE CATEGORIES!!18 years and over"
"S0101_C03_026EA","Annotation of Male!!Estimate!!SELECTED AGE CATEGORIES!!18 years and over"
"S0101_C03_026M","Male!!Margin of Error!!SELECTED AGE CATEGORIES!!18 years and over"
"S0101_C03_026MA","Annotation of Male!!Margin of Error!!SELECTED AGE CATEGORIES!!18 years and over"
"S0101_C04_026E","Percent Male!!Estimate!!SELECTED AGE CATEGORIES!!18 years and over"
"S0101_C04_026M","Percent Male!!Margin of Error!!SELECTED AGE CATEGORIES!!18 years and over"
"S0101_C04_026MA","Annotation of Percent Male!!Margin of Error!!SELECTED AGE CATEGORIES!!18 years and over"
"S0101_C04_026EA","Annotation of Percent Male!!Estimate!!SELECTED AGE CATEGORIES!!18 years and over"
"S0101_C05_026E","Female!!Estimate!!SELECTED AGE CATEGORIES!!18 years and over"
"S0101_C05_026M","Female!!Margin of Error!!SELECTED AGE CATEGORIES!!18 years and over"
"S0101_C05_026MA","Annotation of Female!!Margin of Error!!SELECTED AGE CATEGORIES!!18 years and over"
"S0101_C05_026EA","Annotation of Female!!Estimate!!SELECTED AGE CATEGORIES!!18 years and over"
"S0101_C06_026E","Percent Female!!Estimate!!SELECTED AGE CATEGORIES!!18 years and over"
"S0101_C06_026M","Percent Female!!Margin of Error!!SELECTED AGE CATEGORIES!!18 years and over"
"S0101_C06_026MA","Annotation of Percent Female!!Margin of Error!!SELECTED AGE CATEGORIES!!18 years and over"
"S0101_C06_026EA","Annotation of Percent Female!!Estimate!!SELECTED AGE CATEGORIES!!18 years and over"
"S0101_C01_027E","Total!!Estimate!!SELECTED AGE CATEGORIES!!21 years and over"
"S0101_C01_027M","Total!!Margin of Error!!SELECTED AGE CATEGORIES!!21 years and over"
"S0101_C01_027MA","Annotation of Total!!Margin of Error!!SELECTED AGE CATEGORIES!!21 years and over"
"S0101_C01_027EA","Annotation of Total!!Estimate!!SELECTED AGE CATEGORIES!!21 years and over"
"S0101_C02_027E","Percent!!Estimate!!SELECTED AGE CATEGORIES!!21 years and over"
"S0101_C02_027M","Percent!!Margin of Error!!SELECTED AGE CATEGORIES!!21 years and over"
"S0101_C02_027MA","Annotation of Percent!!Margin of Error!!SELECTED AGE CATEGORIES!!21 years and over"
"S0101_C02_027EA","Annotation of Percent!!Estimate!!SELECTED AGE CATEGORIES!!21 years and over"
"S0101_C03_027E","Male!!Estimate!!SELECTED AGE CATEGORIES!!21 years and over"
"S0101_C03_027EA","Annotation of Male!!Estimate!!SELECTED AGE CATEGORIES!!21 years and over"
"S0101_C03_027M","Male!!Margin of Error!!SELECTED AGE CATEGORIES!!21 years and over"
"S0101_C03_027MA","Annotation of Male!!Margin of Error!!SELECTED AGE CATEGORIES!!21 years and over"
"S0101_C04_027E","Percent Male!!Estimate!!SELECTED AGE CATEGORIES!!21 years and over"
"S0101_C04_027M","Percent Male!!Margin of Error!!SELECTED AGE CATEGORIES!!21 years and over"
"S0101_C04_027MA","Annotation of Percent Male!!Margin of Error!!SELECTED AGE CATEGORIES!!21 years and over"
"S0101_C04_027EA","Annotation of Percent Male!!Estimate!!SELECTED AGE CATEGORIES!!21 years and over"
"S0101_C05_027E","Female!!Estimate!!SELECTED AGE CATEGORIES!!21 years and over"
"S0101_C05_027M","Female!!Margin of Error!!SELECTED AGE CATEGORIES!!21 years and over"
"S0101_C05_027MA","Annotation of Female!!Margin of Error!!SELECTED AGE CATEGORIES!!21 years and over"
"S0101_C05_027EA","Annotation of Female!!Estimate!!SELECTED AGE CATEGORIES!!21 years and over"
"S0101_C06_027E","Percent Female!!Estimate!!SELECTED AGE CATEGORIES!!21 years and over"
"S0101_C06_027M","Percent Female!!Margin of Error!!SELECTED AGE CATEGORIES!!21 years and over"
"S0101_C06_027MA","Annotation of Percent Female!!Margin of Error!!SELECTED AGE CATEGORIES!!21 years and over"
"S0101_C06_027EA","Annotation of Percent Female!!Estimate!!SELECTED AGE CATEGORIES!!21 years and over"
"S0101_C01_028E","Total!!Estimate!!SELECTED AGE CATEGORIES!!60 years and over"
