"Column Name","Label"
"S0701PR_C01_050M","Margin of Error!!Total!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 1 year and over for whom poverty status is determined!!Below 100 percent of the poverty level"
"S0701PR_C01_050MA","Annotation of Margin of Error!!Total!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 1 year and over for whom poverty status is determined!!Below 100 percent of the poverty level"
"S0701PR_C01_050EA","Annotation of Estimate!!Total!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 1 year and over for whom poverty status is determined!!Below 100 percent of the poverty level"
"S0701PR_C01_051E","Estimate!!Total!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 1 year and over for whom poverty status is determined!!100 to 149 percent of the poverty level"
"S0701PR_C01_051M","Margin of Error!!Total!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 1 year and over for whom poverty status is determined!!100 to 149 percent of the poverty level"
"S0701PR_C01_051MA","Annotation of Margin of Error!!Total!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 1 year and over for whom poverty status is determined!!100 to 149 percent of the poverty level"
"S0701PR_C01_051EA","Annotation of Estimate!!Total!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 1 year and over for whom poverty status is determined!!100 to 149 percent of the poverty level"
"S0701PR_C01_052E","Estimate!!Total!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 1 year and over for whom poverty status is determined!!At or above 150 percent of the poverty level"
"S0701PR_C01_052M","Margin of Error!!Total!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 1 year and over for whom poverty status is determined!!At or above 150 percent of the poverty level"
"S0701PR_C01_052MA","Annotation of Margin of Error!!Total!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 1 year and over for whom poverty status is determined!!At or above 150 percent of the poverty level"
"S0701PR_C01_052EA","Annotation of Estimate!!Total!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 1 year and over for whom poverty status is determined!!At or above 150 percent of the poverty level"
"S0701PR_C01_053E","Estimate!!Total!!HOUSING TENURE!!Population 1 year and over in housing units"
"S0701PR_C01_053M","Margin of Error!!Total!!HOUSING TENURE!!Population 1 year and over in housing units"
"S0701PR_C01_053MA","Annotation of Margin of Error!!Total!!HOUSING TENURE!!Population 1 year and over in housing units"
"S0701PR_C01_053EA","Annotation of Estimate!!Total!!HOUSING TENURE!!Population 1 year and over in housing units"
"S0701PR_C01_054E","Estimate!!Total!!HOUSING TENURE!!Population 1 year and over in housing units!!Householder lived in owner-occupied housing units"
"S0701PR_C01_054M","Margin of Error!!Total!!HOUSING TENURE!!Population 1 year and over in housing units!!Householder lived in owner-occupied housing units"
"S0701PR_C01_054MA","Annotation of Margin of Error!!Total!!HOUSING TENURE!!Population 1 year and over in housing units!!Householder lived in owner-occupied housing units"
"S0701PR_C01_054EA","Annotation of Estimate!!Total!!HOUSING TENURE!!Population 1 year and over in housing units!!Householder lived in owner-occupied housing units"
"S0701PR_C01_055E","Estimate!!Total!!HOUSING TENURE!!Population 1 year and over in housing units!!Householder lived in renter-occupied housing units"
"S0701PR_C01_055M","Margin of Error!!Total!!HOUSING TENURE!!Population 1 year and over in housing units!!Householder lived in renter-occupied housing units"
"S0701PR_C01_055MA","Annotation of Margin of Error!!Total!!HOUSING TENURE!!Population 1 year and over in housing units!!Householder lived in renter-occupied housing units"
"S0701PR_C01_055EA","Annotation of Estimate!!Total!!HOUSING TENURE!!Population 1 year and over in housing units!!Householder lived in renter-occupied housing units"
"S0701PR_C01_056E","Estimate!!Total!!PERCENT ALLOCATED!!Residence 1 year ago"
"S0701PR_C01_056M","Margin of Error!!Total!!PERCENT ALLOCATED!!Residence 1 year ago"
"S0701PR_C01_056MA","Annotation of Margin of Error!!Total!!PERCENT ALLOCATED!!Residence 1 year ago"
"S0701PR_C01_056EA","Annotation of Estimate!!Total!!PERCENT ALLOCATED!!Residence 1 year ago"
"S0701PR_C02_001E","Estimate!!Moved; within same municipio!!Population 1 year and over"
"S0701PR_C02_001M","Margin of Error!!Moved; within same municipio!!Population 1 year and over"
"S0701PR_C02_001MA","Annotation of Margin of Error!!Moved; within same municipio!!Population 1 year and over"
"S0701PR_C02_001EA","Annotation of Estimate!!Moved; within same municipio!!Population 1 year and over"
"S0701PR_C02_002E","Estimate!!Moved; within same municipio!!Population 1 year and over!!AGE!!1 to 4 years"
"S0701PR_C02_002M","Margin of Error!!Moved; within same municipio!!Population 1 year and over!!AGE!!1 to 4 years"
"S0701PR_C02_002MA","Annotation of Margin of Error!!Moved; within same municipio!!Population 1 year and over!!AGE!!1 to 4 years"
"S0701PR_C02_002EA","Annotation of Estimate!!Moved; within same municipio!!Population 1 year and over!!AGE!!1 to 4 years"
"S0701PR_C02_003E","Estimate!!Moved; within same municipio!!Population 1 year and over!!AGE!!5 to 17 years"
"S0701PR_C02_003M","Margin of Error!!Moved; within same municipio!!Population 1 year and over!!AGE!!5 to 17 years"
"S0701PR_C02_003MA","Annotation of Margin of Error!!Moved; within same municipio!!Population 1 year and over!!AGE!!5 to 17 years"
"S0701PR_C02_003EA","Annotation of Estimate!!Moved; within same municipio!!Population 1 year and over!!AGE!!5 to 17 years"
"S0701PR_C02_004E","Estimate!!Moved; within same municipio!!Population 1 year and over!!AGE!!18 to 24 years"
"S0701PR_C02_004M","Margin of Error!!Moved; within same municipio!!Population 1 year and over!!AGE!!18 to 24 years"
"S0701PR_C02_004MA","Annotation of Margin of Error!!Moved; within same municipio!!Population 1 year and over!!AGE!!18 to 24 years"
"S0701PR_C02_004EA","Annotation of Estimate!!Moved; within same municipio!!Population 1 year and over!!AGE!!18 to 24 years"
"S0701PR_C02_005E","Estimate!!Moved; within same municipio!!Population 1 year and over!!AGE!!25 to 34 years"
"S0701PR_C02_005M","Margin of Error!!Moved; within same municipio!!Population 1 year and over!!AGE!!25 to 34 years"
"S0701PR_C02_005MA","Annotation of Margin of Error!!Moved; within same municipio!!Population 1 year and over!!AGE!!25 to 34 years"
"S0701PR_C02_005EA","Annotation of Estimate!!Moved; within same municipio!!Population 1 year and over!!AGE!!25 to 34 years"
"S0701PR_C02_006E","Estimate!!Moved; within same municipio!!Population 1 year and over!!AGE!!35 to 44 years"
"S0701PR_C02_006M","Margin of Error!!Moved; within same municipio!!Population 1 year and over!!AGE!!35 to 44 years"
"S0701PR_C02_006MA","Annotation of Margin of Error!!Moved; within same municipio!!Population 1 year and over!!AGE!!35 to 44 years"
"S0701PR_C02_006EA","Annotation of Estimate!!Moved; within same municipio!!Population 1 year and over!!AGE!!35 to 44 years"
"S0701PR_C02_007E","Estimate!!Moved; within same municipio!!Population 1 year and over!!AGE!!45 to 54 years"
"S0701PR_C02_007M","Margin of Error!!Moved; within same municipio!!Population 1 year and over!!AGE!!45 to 54 years"
"S0701PR_C02_007MA","Annotation of Margin of Error!!Moved; within same municipio!!Population 1 year and over!!AGE!!45 to 54 years"
"S0701PR_C02_007EA","Annotation of Estimate!!Moved; within same municipio!!Population 1 year and over!!AGE!!45 to 54 years"
"S0701PR_C02_008E","Estimate!!Moved; within same municipio!!Population 1 year and over!!AGE!!55 to 64 years"
"S0701PR_C02_008EA","Annotation of Estimate!!Moved; within same municipio!!Population 1 year and over!!AGE!!55 to 64 years"
"S0701PR_C02_008M","Margin of Error!!Moved; within same municipio!!Population 1 year and over!!AGE!!55 to 64 years"
"S0701PR_C02_008MA","Annotation of Margin of Error!!Moved; within same municipio!!Population 1 year and over!!AGE!!55 to 64 years"
"S0701PR_C02_009E","Estimate!!Moved; within same municipio!!Population 1 year and over!!AGE!!65 to 74 years"
"S0701PR_C02_009EA","Annotation of Estimate!!Moved; within same municipio!!Population 1 year and over!!AGE!!65 to 74 years"
"S0701PR_C02_009M","Margin of Error!!Moved; within same municipio!!Population 1 year and over!!AGE!!65 to 74 years"
"S0701PR_C02_009MA","Annotation of Margin of Error!!Moved; within same municipio!!Population 1 year and over!!AGE!!65 to 74 years"
"S0701PR_C02_010E","Estimate!!Moved; within same municipio!!Population 1 year and over!!AGE!!75 years and over"
"S0701PR_C02_010M","Margin of Error!!Moved; within same municipio!!Population 1 year and over!!AGE!!75 years and over"
"S0701PR_C02_010MA","Annotation of Margin of Error!!Moved; within same municipio!!Population 1 year and over!!AGE!!75 years and over"
"S0701PR_C02_010EA","Annotation of Estimate!!Moved; within same municipio!!Population 1 year and over!!AGE!!75 years and over"
"S0701PR_C02_011E","Estimate!!Moved; within same municipio!!Population 1 year and over!!AGE!!Median age (years)"
"S0701PR_C02_011M","Margin of Error!!Moved; within same municipio!!Population 1 year and over!!AGE!!Median age (years)"
"S0701PR_C02_011MA","Annotation of Margin of Error!!Moved; within same municipio!!Population 1 year and over!!AGE!!Median age (years)"
"S0701PR_C02_011EA","Annotation of Estimate!!Moved; within same municipio!!Population 1 year and over!!AGE!!Median age (years)"
"S0701PR_C02_012E","Estimate!!Moved; within same municipio!!Population 1 year and over!!SEX!!Male"
"S0701PR_C02_012EA","Annotation of Estimate!!Moved; within same municipio!!Population 1 year and over!!SEX!!Male"
"S0701PR_C02_012M","Margin of Error!!Moved; within same municipio!!Population 1 year and over!!SEX!!Male"
"S0701PR_C02_012MA","Annotation of Margin of Error!!Moved; within same municipio!!Population 1 year and over!!SEX!!Male"
"S0701PR_C02_013E","Estimate!!Moved; within same municipio!!Population 1 year and over!!SEX!!Female"
"S0701PR_C02_013M","Margin of Error!!Moved; within same municipio!!Population 1 year and over!!SEX!!Female"
"S0701PR_C02_013MA","Annotation of Margin of Error!!Moved; within same municipio!!Population 1 year and over!!SEX!!Female"
"S0701PR_C02_013EA","Annotation of Estimate!!Moved; within same municipio!!Population 1 year and over!!SEX!!Female"
"S0701PR_C02_014E","Estimate!!Moved; within same municipio!!Population 1 year and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S0701PR_C02_014M","Margin of Error!!Moved; within same municipio!!Population 1 year and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S0701PR_C02_014MA","Annotation of Margin of Error!!Moved; within same municipio!!Population 1 year and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S0701PR_C02_014EA","Annotation of Estimate!!Moved; within same municipio!!Population 1 year and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S0701PR_C02_015E","Estimate!!Moved; within same municipio!!Population 1 year and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White"
"S0701PR_C02_015M","Margin of Error!!Moved; within same municipio!!Population 1 year and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White"
"S0701PR_C02_015MA","Annotation of Margin of Error!!Moved; within same municipio!!Population 1 year and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White"
"S0701PR_C02_015EA","Annotation of Estimate!!Moved; within same municipio!!Population 1 year and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White"
"S0701PR_C02_016E","Estimate!!Moved; within same municipio!!Population 1 year and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American"
"S0701PR_C02_016M","Margin of Error!!Moved; within same municipio!!Population 1 year and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American"
"S0701PR_C02_016MA","Annotation of Margin of Error!!Moved; within same municipio!!Population 1 year and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American"
"S0701PR_C02_016EA","Annotation of Estimate!!Moved; within same municipio!!Population 1 year and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American"
"S0701PR_C02_017E","Estimate!!Moved; within same municipio!!Population 1 year and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native"
"S0701PR_C02_017EA","Annotation of Estimate!!Moved; within same municipio!!Population 1 year and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native"
"S0701PR_C02_017M","Margin of Error!!Moved; within same municipio!!Population 1 year and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native"
"S0701PR_C02_017MA","Annotation of Margin of Error!!Moved; within same municipio!!Population 1 year and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native"
"S0701PR_C02_018E","Estimate!!Moved; within same municipio!!Population 1 year and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian"
"S0701PR_C02_018EA","Annotation of Estimate!!Moved; within same municipio!!Population 1 year and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian"
"S0701PR_C02_018M","Margin of Error!!Moved; within same municipio!!Population 1 year and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian"
"S0701PR_C02_018MA","Annotation of Margin of Error!!Moved; within same municipio!!Population 1 year and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian"
"S0701PR_C02_019E","Estimate!!Moved; within same municipio!!Population 1 year and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander"
"S0701PR_C02_019M","Margin of Error!!Moved; within same municipio!!Population 1 year and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander"
"S0701PR_C02_019MA","Annotation of Margin of Error!!Moved; within same municipio!!Population 1 year and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander"
"S0701PR_C02_019EA","Annotation of Estimate!!Moved; within same municipio!!Population 1 year and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander"
"S0701PR_C02_020E","Estimate!!Moved; within same municipio!!Population 1 year and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race"
"S0701PR_C02_020EA","Annotation of Estimate!!Moved; within same municipio!!Population 1 year and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race"
"S0701PR_C02_020M","Margin of Error!!Moved; within same municipio!!Population 1 year and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race"
"S0701PR_C02_020MA","Annotation of Margin of Error!!Moved; within same municipio!!Population 1 year and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race"
"S0701PR_C02_021E","Estimate!!Moved; within same municipio!!Population 1 year and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S0701PR_C02_021M","Margin of Error!!Moved; within same municipio!!Population 1 year and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S0701PR_C02_021MA","Annotation of Margin of Error!!Moved; within same municipio!!Population 1 year and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S0701PR_C02_021EA","Annotation of Estimate!!Moved; within same municipio!!Population 1 year and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S0701PR_C02_022E","Estimate!!Moved; within same municipio!!Population 1 year and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)"
"S0701PR_C02_022EA","Annotation of Estimate!!Moved; within same municipio!!Population 1 year and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)"
"S0701PR_C02_022M","Margin of Error!!Moved; within same municipio!!Population 1 year and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)"
"S0701PR_C02_022MA","Annotation of Margin of Error!!Moved; within same municipio!!Population 1 year and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)"
"S0701PR_C02_023E","Estimate!!Moved; within same municipio!!Population 1 year and over!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino"
"S0701PR_C02_023M","Margin of Error!!Moved; within same municipio!!Population 1 year and over!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino"
"S0701PR_C02_023MA","Annotation of Margin of Error!!Moved; within same municipio!!Population 1 year and over!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino"
"S0701PR_C02_023EA","Annotation of Estimate!!Moved; within same municipio!!Population 1 year and over!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino"
"S0701PR_C02_024E","Estimate!!Moved; within same municipio!!Population 1 year and over!!NATIVITY AND CITIZENSHIP STATUS!!Native"
"S0701PR_C02_024M","Margin of Error!!Moved; within same municipio!!Population 1 year and over!!NATIVITY AND CITIZENSHIP STATUS!!Native"
"S0701PR_C02_024MA","Annotation of Margin of Error!!Moved; within same municipio!!Population 1 year and over!!NATIVITY AND CITIZENSHIP STATUS!!Native"
"S0701PR_C02_024EA","Annotation of Estimate!!Moved; within same municipio!!Population 1 year and over!!NATIVITY AND CITIZENSHIP STATUS!!Native"
"S0701PR_C02_025E","Estimate!!Moved; within same municipio!!Population 1 year and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born"
"S0701PR_C02_025M","Margin of Error!!Moved; within same municipio!!Population 1 year and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born"
"S0701PR_C02_025MA","Annotation of Margin of Error!!Moved; within same municipio!!Population 1 year and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born"
"S0701PR_C02_025EA","Annotation of Estimate!!Moved; within same municipio!!Population 1 year and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born"
"S0701PR_C02_026E","Estimate!!Moved; within same municipio!!Population 1 year and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Naturalized U.S. citizen"
"S0701PR_C02_026M","Margin of Error!!Moved; within same municipio!!Population 1 year and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Naturalized U.S. citizen"
"S0701PR_C02_026MA","Annotation of Margin of Error!!Moved; within same municipio!!Population 1 year and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Naturalized U.S. citizen"
"S0701PR_C02_026EA","Annotation of Estimate!!Moved; within same municipio!!Population 1 year and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Naturalized U.S. citizen"
"S0701PR_C02_027E","Estimate!!Moved; within same municipio!!Population 1 year and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Not a U.S. citizen"
"S0701PR_C02_027M","Margin of Error!!Moved; within same municipio!!Population 1 year and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Not a U.S. citizen"
"S0701PR_C02_027MA","Annotation of Margin of Error!!Moved; within same municipio!!Population 1 year and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Not a U.S. citizen"
"S0701PR_C02_027EA","Annotation of Estimate!!Moved; within same municipio!!Population 1 year and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Not a U.S. citizen"
"S0701PR_C02_028E","Estimate!!Moved; within same municipio!!MARITAL STATUS!!Population 15 years and over"
"S0701PR_C02_028M","Margin of Error!!Moved; within same municipio!!MARITAL STATUS!!Population 15 years and over"
"S0701PR_C02_028MA","Annotation of Margin of Error!!Moved; within same municipio!!MARITAL STATUS!!Population 15 years and over"
"S0701PR_C02_028EA","Annotation of Estimate!!Moved; within same municipio!!MARITAL STATUS!!Population 15 years and over"
"S0701PR_C02_029E","Estimate!!Moved; within same municipio!!MARITAL STATUS!!Population 15 years and over!!Never married"
"S0701PR_C02_029EA","Annotation of Estimate!!Moved; within same municipio!!MARITAL STATUS!!Population 15 years and over!!Never married"
"S0701PR_C02_029M","Margin of Error!!Moved; within same municipio!!MARITAL STATUS!!Population 15 years and over!!Never married"
"S0701PR_C02_029MA","Annotation of Margin of Error!!Moved; within same municipio!!MARITAL STATUS!!Population 15 years and over!!Never married"
"S0701PR_C02_030E","Estimate!!Moved; within same municipio!!MARITAL STATUS!!Population 15 years and over!!Now married, except separated"
"S0701PR_C02_030M","Margin of Error!!Moved; within same municipio!!MARITAL STATUS!!Population 15 years and over!!Now married, except separated"
"S0701PR_C02_030MA","Annotation of Margin of Error!!Moved; within same municipio!!MARITAL STATUS!!Population 15 years and over!!Now married, except separated"
"S0701PR_C02_030EA","Annotation of Estimate!!Moved; within same municipio!!MARITAL STATUS!!Population 15 years and over!!Now married, except separated"
"S0701PR_C02_031E","Estimate!!Moved; within same municipio!!MARITAL STATUS!!Population 15 years and over!!Divorced or separated"
"S0701PR_C02_031EA","Annotation of Estimate!!Moved; within same municipio!!MARITAL STATUS!!Population 15 years and over!!Divorced or separated"
"S0701PR_C02_031M","Margin of Error!!Moved; within same municipio!!MARITAL STATUS!!Population 15 years and over!!Divorced or separated"
"S0701PR_C02_031MA","Annotation of Margin of Error!!Moved; within same municipio!!MARITAL STATUS!!Population 15 years and over!!Divorced or separated"
"S0701PR_C02_032E","Estimate!!Moved; within same municipio!!MARITAL STATUS!!Population 15 years and over!!Widowed"
"S0701PR_C02_032M","Margin of Error!!Moved; within same municipio!!MARITAL STATUS!!Population 15 years and over!!Widowed"
"S0701PR_C02_032MA","Annotation of Margin of Error!!Moved; within same municipio!!MARITAL STATUS!!Population 15 years and over!!Widowed"
"S0701PR_C02_032EA","Annotation of Estimate!!Moved; within same municipio!!MARITAL STATUS!!Population 15 years and over!!Widowed"
"S0701PR_C02_033E","Estimate!!Moved; within same municipio!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S0701PR_C02_033M","Margin of Error!!Moved; within same municipio!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S0701PR_C02_033MA","Annotation of Margin of Error!!Moved; within same municipio!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S0701PR_C02_033EA","Annotation of Estimate!!Moved; within same municipio!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S0701PR_C02_034E","Estimate!!Moved; within same municipio!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S0701PR_C02_034M","Margin of Error!!Moved; within same municipio!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S0701PR_C02_034MA","Annotation of Margin of Error!!Moved; within same municipio!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S0701PR_C02_034EA","Annotation of Estimate!!Moved; within same municipio!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S0701PR_C02_035E","Estimate!!Moved; within same municipio!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S0701PR_C02_035M","Margin of Error!!Moved; within same municipio!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S0701PR_C02_035MA","Annotation of Margin of Error!!Moved; within same municipio!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S0701PR_C02_035EA","Annotation of Estimate!!Moved; within same municipio!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S0701PR_C02_036E","Estimate!!Moved; within same municipio!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree"
"S0701PR_C02_036M","Margin of Error!!Moved; within same municipio!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree"
"S0701PR_C02_036MA","Annotation of Margin of Error!!Moved; within same municipio!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree"
"S0701PR_C02_036EA","Annotation of Estimate!!Moved; within same municipio!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree"
"S0701PR_C02_037E","Estimate!!Moved; within same municipio!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree"
"S0701PR_C02_037M","Margin of Error!!Moved; within same municipio!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree"
"S0701PR_C02_037MA","Annotation of Margin of Error!!Moved; within same municipio!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree"
"S0701PR_C02_037EA","Annotation of Estimate!!Moved; within same municipio!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree"
"S0701PR_C02_038E","Estimate!!Moved; within same municipio!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree"
"S0701PR_C02_038M","Margin of Error!!Moved; within same municipio!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree"
"S0701PR_C02_038MA","Annotation of Margin of Error!!Moved; within same municipio!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree"
"S0701PR_C02_038EA","Annotation of Estimate!!Moved; within same municipio!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree"
"S0701PR_C02_039E","Estimate!!Moved; within same municipio!!INDIVIDUAL INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over"
"S0701PR_C02_039M","Margin of Error!!Moved; within same municipio!!INDIVIDUAL INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over"
"S0701PR_C02_039MA","Annotation of Margin of Error!!Moved; within same municipio!!INDIVIDUAL INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over"
"S0701PR_C02_039EA","Annotation of Estimate!!Moved; within same municipio!!INDIVIDUAL INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over"
"S0701PR_C02_040E","Estimate!!Moved; within same municipio!!INDIVIDUAL INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$1 to $9,999 or loss"
"S0701PR_C02_040M","Margin of Error!!Moved; within same municipio!!INDIVIDUAL INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$1 to $9,999 or loss"
"S0701PR_C02_040MA","Annotation of Margin of Error!!Moved; within same municipio!!INDIVIDUAL INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$1 to $9,999 or loss"
"S0701PR_C02_040EA","Annotation of Estimate!!Moved; within same municipio!!INDIVIDUAL INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$1 to $9,999 or loss"
"S0701PR_C02_041E","Estimate!!Moved; within same municipio!!INDIVIDUAL INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$10,000 to $14,999"
"S0701PR_C02_041EA","Annotation of Estimate!!Moved; within same municipio!!INDIVIDUAL INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$10,000 to $14,999"
"S0701PR_C02_041M","Margin of Error!!Moved; within same municipio!!INDIVIDUAL INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$10,000 to $14,999"
"S0701PR_C02_041MA","Annotation of Margin of Error!!Moved; within same municipio!!INDIVIDUAL INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$10,000 to $14,999"
"S0701PR_C02_042E","Estimate!!Moved; within same municipio!!INDIVIDUAL INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$15,000 to $24,999"
"S0701PR_C02_042M","Margin of Error!!Moved; within same municipio!!INDIVIDUAL INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$15,000 to $24,999"
